Data;tMax; tMin; UR; insolacao; vel vento; Ra; ETo PM;ETo HS
27/04/2006;28.4;14.5;69.5;9.4;1.146933084;28.32889623;3.426743354;3.894867097
28/04/2006;28.2;15.9;72.75;7.2;2.892266916;28.15757921;3.5551693;3.697347887
29/04/2006;28.6;16.1;74.25;8.1;1.5708;27.98793875;3.309176333;3.732703402
30/04/2006;29;16.5;74.75;7.7;1.595733084;27.82005379;3.264977341;3.747256575
01/05/2006;28.4;14.5;72.5;9.8;1.2716;27.58811251;3.389286345;3.801998469
02/05/2006;28.4;13.5;71.5;8.4;1.171866916;27.42475737;3.126339481;3.863147098
03/05/2006;27.4;14.2;58.75;9.6;1.545866916;27.26341917;3.595996876;3.600625718
04/05/2006;25.6;8.8;59;9.7;1.2716;27.10417255;3.16913166;3.661601289
05/05/2006;25.8;9.1;69.25;7.1;1.0472;26.94709108;2.635096293;3.65535302
06/05/2006;25.9;9.3;66.5;9.7;1.595733084;26.79224715;3.16551274;3.638760096
07/05/2006;24.9;11.7;69.5;8.8;1.620666916;26.63971199;2.997579125;3.290005274
08/05/2006;25.9;13.9;78.25;5.1;2.044533084;26.4895556;2.541654065;3.257350508
09/05/2006;25;15.3;81.75;6.9;1.446133084;26.3418467;2.557912789;2.931471508
10/05/2006;25.8;15.6;83.75;6.1;2.593066916;26.19665271;2.557913323;3.032713675
11/05/2006;23.8;14.9;65.25;9;2.0196;26.05403973;3.224886546;2.71853968
12/05/2006;25;9.3;73;10;0.423866916;25.91407248;2.591826448;3.378473089
13/05/2006;25;12.1;70.5;8.1;1.171866916;25.77681426;2.68456979;3.168081305
14/05/2006;24.3;12.3;73.75;7.7;1.296533084;25.64232698;2.579670026;3.018575875
15/05/2006;25.2;11.1;73.75;9.7;1.1968;25.51067107;2.773226206;3.241568632
16/05/2006;24.8;11.3;70;9.3;2.5432;25.38190548;3.131868341;3.146894796
17/05/2006;24.9;11.2;65.75;9.4;2.268933084;25.25608766;3.195078276;3.154231571
18/05/2006;24.4;10.4;66.5;9.8;0.947466916;25.13327354;2.676251336;3.115364911
19/05/2006;24.2;8.7;69.5;9;0.8976;25.0135175;2.482173968;3.174158063
20/05/2006;24.1;9.1;62;8.2;1.4212;24.89687235;2.710512503;3.121400123
21/05/2006;26;13.1;68.25;7;1.471066916;24.78338934;2.687470842;3.128376556
22/05/2006;23;14.6;80.75;0.1;0.423866916;24.6731181;1.330561273;2.462572268
23/05/2006;22.6;16;83.5;0;1.2716;24.56610667;1.465782879;2.2029106
24/05/2006;22;14.3;86.5;2.2;1.7204;24.46240146;1.635548484;2.29576565
25/05/2006;22.4;13.5;80.75;4.3;1.7204;24.36204727;1.991782986;2.444205408
26/05/2006;24;13.3;83;4.1;1.022266916;24.26508722;1.858542989;2.721397279
27/05/2006;26;8.9;79.75;6.9;1.022266916;24.17156281;2.183467056;3.313977289
28/05/2006;28.2;10.4;70.25;9;1.2716;24.08151388;2.764973207;3.545042486
29/05/2006;27.5;12.2;71.75;9.8;1.3464;23.99497861;2.840124048;3.32315146
30/05/2006;28.1;11.9;68.25;9.3;1.321466916;23.9119935;2.857856753;3.420965607
31/05/2006;27.2;11.7;78.75;6.1;1.146933084;23.8325934;2.223922751;3.286327457
01/06/2006;27.6;11.2;71.25;9.1;1.496;23.80184465;2.783726998;3.364832726
02/06/2006;25.3;13.4;70.25;9.2;2.0196;23.72751889;2.888960103;2.853465498
03/06/2006;23;11.2;72;6.7;2.418533084;23.65685492;2.521784324;2.661407867
04/06/2006;22.9;10.3;75;7.3;1.246666916;23.58988187;2.17404574;2.703071169
05/06/2006;24;7.7;71.75;9.5;0.573466916;23.52662721;2.193526776;2.999345811
06/06/2006;26;9.9;68.75;5.4;1.695466916;23.46711672;2.414711179;3.158906101
07/06/2006;25;12.5;74;7.2;1.4212;23.4113745;2.364773182;2.838947094
08/06/2006;23.4;12.5;72.75;7.3;2.493333084;23.35942298;2.593864886;2.587256013
09/06/2006;24.2;12.2;73;8.2;1.87;23.31128291;2.538217685;2.728018417
10/06/2006;26.2;11.9;73;8.7;0.947466916;23.26697336;2.409397148;3.042519726
11/06/2006;26.6;11.4;72;4.6;1.022266916;23.22651174;2.051961228;3.127098795
12/06/2006;25.6;13.9;75.25;8;2.0196;23.18991378;2.610159088;2.795052729
13/06/2006;24;13.3;71;9;1.87;23.15719355;2.660857031;2.590975737
14/06/2006;24.2;10.3;71.25;8.4;1.396266916;23.12836343;2.390308781;2.836144307
15/06/2006;26.4;8.3;64.75;9.8;0.573466916;23.10343417;2.311786277;3.242120525
16/06/2006;26;8.1;64.25;9.7;1.5708;23.08241484;2.748873523;3.193732508
17/06/2006;25.4;11.2;70;9.2;1.221733084;23.06531283;2.501728737;2.944412973
18/06/2006;23;12.9;67.5;9.5;2.717733084;23.05213392;2.963532308;2.457739595
19/06/2006;22.8;11.9;68.25;8.9;2.3936;23.0428822;2.755672247;2.509362347
20/06/2006;25.2;12.6;70;6.4;2.0196;23.03756011;2.553290249;2.816279912
21/06/2006;24.8;10.1;65.75;9.5;1.446133084;23.03616846;2.61602143;2.921568232
22/06/2006;25.6;9.7;72.5;8;1.87;23.03870639;2.523260718;3.056053063
23/06/2006;26.2;13.2;65.25;7.8;1.894933084;23.04517139;2.83513638;2.923956353
24/06/2006;24.2;11.3;64.5;9.5;2.618;23.05555933;3.073561606;2.762473509
25/06/2006;25.6;10.9;71.25;8.3;2.194133084;23.06986442;2.70913081;2.992243814
26/06/2006;25;12.9;82;4.1;2.867333084;23.08807923;2.098286772;2.769656
27/06/2006;23.6;11.2;65.25;8.3;1.894933084;23.11019468;2.671422451;2.68809807
28/06/2006;21.4;8.6;65.75;9.8;2.792533084;23.13620006;2.826570951;2.547762017
29/06/2006;21.2;9.6;77.75;2;1.6456;23.16608303;1.650750199;2.458146068
30/06/2006;22.6;11.9;82.25;4.7;1.022266916;23.1998296;1.766258106;2.496046693
01/07/2006;23.8;12.1;66.5;6.8;1.845066916;23.25353559;2.554423471;2.666520711
02/07/2006;24.4;11.5;70.5;7.6;1.097066916;23.29648794;2.291345762;2.804919562
03/07/2006;25.2;12.4;68;6.5;0.872666916;23.34324412;2.194051868;2.866016675
04/07/2006;24.4;10.7;72;7.2;1.6456;23.39378294;2.395709109;2.869817603
05/07/2006;25;8.9;68.5;9.3;0.8228;23.44808159;2.348769967;3.06515374
06/07/2006;25.6;5.2;59.75;8.9;1.396266916;23.50611566;2.6621861;3.304339584
07/07/2006;25.8;9.7;67.5;9.3;1.4212;23.56785908;2.671259275;3.151353691
08/07/2006;27.6;9.7;67;9.6;0.623333084;23.63328417;2.474586679;3.41622804
09/07/2006;28;10.9;61.5;9.5;1.221733084;23.70236163;2.877740447;3.422073819
10/07/2006;29.6;11.8;63.75;9.3;1.695466916;23.77506055;3.19974128;3.619436276
11/07/2006;26.8;13.3;67.75;9.8;2.194133084;23.8513484;3.184913967;3.108636225
12/07/2006;26.2;13.3;70.75;7.7;1.4212;23.93119103;2.614488893;3.024610318
13/07/2006;25.8;11.1;58.75;10;1.496;24.01455272;3.012475517;3.127649869
14/07/2006;24.4;9.4;58.25;9.4;1.520933084;24.10139612;2.864291699;3.035088844
15/07/2006;25;9.7;64.75;9.8;2.0196;24.19168231;3.018202219;3.116512787
16/07/2006;23.4;10.2;64.75;9.6;2.368666916;24.28537078;3.031818776;2.860341244
17/07/2006;25.4;10.6;49.75;8.9;1.520933084;24.38241944;3.111353971;3.146150849
18/07/2006;25.2;9.9;56.25;9.1;1.097066916;24.48278465;2.743373534;3.171496219
19/07/2006;26;8.6;51.75;9;0.797866916;24.5864212;2.607222925;3.372292924
20/07/2006;27;7.6;53.5;9.4;0.8976;24.69328236;2.752952402;3.576149099
21/07/2006;28.4;8.6;52;9.7;1.146933084;24.80331983;3.095859024;3.752831245
22/07/2006;28.6;10.1;52.5;9.8;1.171866916;24.91648385;3.17204061;3.729264999
23/07/2006;27.4;9.4;49;9.7;0.847733084;25.03272311;2.87154989;3.601033439
24/07/2006;28.6;8.4;45.75;10;0.922533084;25.15198484;3.055325446;3.843367085
25/07/2006;28.8;10.6;49.5;9.6;1.097066916;25.2742148;3.199921667;3.786915565
26/07/2006;29;9.3;41.25;9.8;1.022266916;25.39935732;3.238050997;3.901176555
27/07/2006;29.2;8.8;44.5;9.7;1.0472;25.52735527;3.247132357;3.973553133
28/07/2006;30.8;11.4;48.25;8.8;0.9724;25.65815015;3.222762366;4.116913408
29/07/2006;24.4;14.5;70.5;0.2;0.748;25.79168208;1.649904435;2.830777518
30/07/2006;23;14.7;77.5;3.5;3.041866916;25.9278898;2.415443017;2.563594414
31/07/2006;23.6;13.4;77.75;3.1;2.0944;26.06671076;2.19037859;2.829760214
01/08/2006;27.4;14.9;79.75;4.7;0.997333084;26.12295659;2.295849248;3.361285436
02/08/2006;27.8;14.2;71.75;7;1.7952;26.26532851;2.996928402;3.511408198
03/08/2006;28.4;14.1;70;7.7;2.219066916;26.41015828;3.320808526;3.643639199
04/08/2006;27.8;15.6;63.5;8.5;1.396266916;26.55737907;3.283713696;3.423078228
05/08/2006;29;14.6;52.75;8.6;1.894933084;26.70692285;3.887525522;3.749172894
06/08/2006;29.4;12.6;57;9.5;0.997333084;26.85872046;3.326744686;3.990145531
07/08/2006;29;12.3;49.5;9.8;2.1692;27.01270161;4.25922307;3.964813746
08/08/2006;29;11.6;41;10.1;2.268933084;27.16879497;4.62177824;4.033244678
09/08/2006;28.8;9.9;48.75;10.4;1.520933084;27.32692817;3.858499059;4.122406239
10/08/2006;30.2;11.2;46;10.3;1.146933084;27.48702785;3.748861547;4.308463965
11/08/2006;29.6;12.7;45.5;10.3;2.368666916;27.64901973;4.717392019;4.135003076
12/08/2006;29;10.3;55.75;5.8;1.097066916;27.81282864;2.994105363;4.206805358
13/08/2006;29.4;11.6;59;10.3;1.4212;27.97837856;3.768952324;4.222372085
14/08/2006;29.3;12;52.5;10.5;1.4212;28.14559268;3.92837997;4.203845219
15/08/2006;30.2;12.8;49;10.2;1.221733084;28.31439347;3.908662977;4.334951778
16/08/2006;30.8;12.8;52.75;10.2;1.670533084;28.4847027;4.243322351;4.469377383
17/08/2006;32.6;13.5;41.5;10.2;2.0944;28.65644151;5.072959493;4.7778235
18/08/2006;30.2;16.4;56.5;5.2;2.667866916;28.82953049;4.17171035;4.110686446
19/08/2006;31.2;14.3;57.75;7.6;1.595733084;29.00388968;3.865265494;4.515265467
20/08/2006;23.2;15.7;77;3.4;1.4212;29.17943869;2.364366509;2.779874386
21/08/2006;26.8;11.3;68.75;8.4;2.967066916;29.35609674;3.741460829;3.977338335
22/08/2006;26.2;11.1;67.5;10.3;2.3936;29.5337827;3.834067161;3.906578528
23/08/2006;28.6;11.5;50.75;9.4;1.371333084;29.71241517;3.912726241;4.34305151
24/08/2006;30.2;12.1;45.75;10.3;2.219066916;29.89191255;4.918726897;4.625898964
25/08/2006;29;13.2;45;10.4;2.268933084;30.07219311;4.915962228;4.342526858
26/08/2006;28.4;13.2;49.5;9.9;1.919866916;30.25317502;4.460034023;4.25190793
27/08/2006;27.2;15;69.5;5.5;3.839733084;30.43477645;3.814818832;3.861969857
28/08/2006;21.3;14.8;89.5;1.1;0.772933084;30.61691563;1.72793741;2.613502263
29/08/2006;27.4;14.2;71.75;6.7;1.6456;30.79951091;3.328026237;4.034046809
30/08/2006;23.4;9.6;54;10.6;3.390933084;30.98248082;4.523320376;3.687064977
31/08/2006;26.5;9.2;60.5;9.1;1.845066916;31.16574417;3.844799537;4.316184037
01/09/2006;28.9;12.4;63;6.6;0.772933084;31.23911354;3.193512574;4.573141741
02/09/2006;21.6;15.2;89.75;0.7;1.0472;31.42265191;1.725585489;2.697252531
03/09/2006;26.2;13.6;74.25;6.1;1.296533084;31.6062903;3.073583021;3.964451687
04/09/2006;24.8;14.1;74;5.8;1.221733084;31.78994889;2.972513549;3.630729792
05/09/2006;23.6;9.7;70.5;8.7;2.219066916;31.97354844;3.483098194;3.849253627
06/09/2006;18.4;9.4;58.5;2.6;3.6652;32.15701031;3.226133725;2.866477591
07/09/2006;23.4;11.6;67.5;4.6;2.817466916;32.34025657;3.275074854;3.675826567
08/09/2006;25.9;11.9;53.75;9.9;2.667866916;32.52321005;4.686515889;4.18622882
09/09/2006;27;10.2;57;9.5;1.770266916;32.7057944;4.190819886;4.573871875
10/09/2006;27.4;12.1;50;6.3;1.6456;32.88793417;3.943772505;4.527927453
11/09/2006;30.8;12.4;49;10.7;1.87;33.06955485;5.088008624;5.238956296
12/09/2006;31;13.8;49.25;10.9;1.745333084;33.25058295;5.113685544;5.1964297
13/09/2006;31.4;13.2;45.75;10.8;1.221733084;33.43094608;4.803018878;5.361034528
14/09/2006;31.6;12.4;43.75;10.7;1.321466916;33.61057296;4.915237692;5.494573079
15/09/2006;33.2;13.1;43.5;10.6;1.3464;33.78939354;5.112097263;5.81515486
16/09/2006;33;14.9;53.25;9.3;2.0196;33.96733901;5.242900112;5.655759864
17/09/2006;29.2;16.3;63.75;4;1.321466916;34.14434187;3.388341852;4.661685314
18/09/2006;21.4;17;87.5;0.8;1.6456;34.32033599;2.002690508;2.497025713
19/09/2006;25.6;13.5;67;8;3.266266916;34.49525667;4.279733101;4.201371829
20/09/2006;30.2;16.2;77;6.7;2.1692;34.66904068;3.896940551;4.985896554
21/09/2006;26.6;16.1;85.25;3.8;1.994666916;34.84162628;2.833108714;4.143655132
22/09/2006;28.4;15.8;76.25;5.1;1.695466916;35.01295333;3.421062813;4.648908167
23/09/2006;31;16.4;68.5;7.4;1.221733084;35.18296328;4.12056648;5.230297052
24/09/2006;28;16.2;75.25;5.6;2.0196;35.35159924;3.631957886;4.54253008
25/09/2006;28.4;14.8;71;7.7;2.3936;35.518806;4.240084112;4.838429067
26/09/2006;23.9;15.5;75.5;5.8;3.6652;35.68453007;3.637782577;3.636108171
27/09/2006;23.9;14.5;64.5;6.4;2.9172;35.84871974;4.081738416;3.812684036
28/09/2006;27.1;11.2;59;10.5;1.371333084;36.01132508;4.534362111;4.974498277
29/09/2006;29.8;13.1;57.5;9.4;2.3936;36.17229797;5.163680749;5.439724221
30/09/2006;27;16.2;64.75;4.5;2.967066916;36.33159214;4.124827887;4.410635468
01/10/2006;24.6;16.6;80.5;4.7;2.194133084;36.55169959;3.221119867;3.715818932
02/10/2006;20.8;16.7;92.25;0.2;1.2716;36.70678732;1.865626271;2.542809952
03/10/2006;28.8;15.5;74.25;6.4;1.520933084;36.86005314;3.865975958;5.026947208
04/10/2006;29.8;17.3;70;6.9;2.219066916;37.01145912;4.424385692;5.065124232
05/10/2006;27.6;18.8;70.75;2.1;0.947466916;37.16096929;2.91485532;4.231099754
06/10/2006;26.8;19.1;72.75;2.1;1.520933084;37.30854963;3.056198334;3.949481499
07/10/2006;25.2;18;89.5;1.4;1.471066916;37.45416803;2.367010995;3.707140944
08/10/2006;29.6;17.9;77.75;5.8;1.969733084;37.59779438;3.927590114;5.002885325
09/10/2006;25.8;17.4;78.5;0;2.0944;37.73940047;2.522464822;4.034993449
10/10/2006;24.6;17.9;74.5;0.8;2.4684;37.87896006;2.893198412;3.584975598
11/10/2006;27.8;16.6;75.5;4.9;2.244;38.01644882;3.73798466;4.765275266
12/10/2006;29;16.9;84.75;6.3;0.623333084;38.15184436;3.742437381;5.064084899
13/10/2006;25.8;18.1;93;0.5;0.8228;38.28512619;2.162127966;3.954534602
14/10/2006;28.8;17.6;69.75;7.3;1.695466916;38.41627572;4.43303104;4.9363795
15/10/2006;30.8;18.6;64.75;9.9;1.9448;38.54527623;5.423664046;5.358681838
16/10/2006;31.1;18.6;58.25;10.6;2.0196;38.67211284;5.828044486;5.461442828
17/10/2006;26.5;19.1;82.25;0.1;1.396266916;38.79677251;2.403676904;4.013195803
18/10/2006;25.1;18.6;75;0.3;3.091733084;38.91924399;3.008819971;3.684974154
19/10/2006;25.2;18.5;91.5;0.6;2.3936;39.0395178;2.220526485;3.752947145
20/10/2006;27;15.9;69.25;7.4;2.4684;39.1575862;4.517714666;4.796468554
21/10/2006;23;14.7;68.5;7.2;2.7676;39.27344313;4.21160304;3.884486002
22/10/2006;25.2;14.2;69.75;6.2;1.770266916;39.38708421;3.925938077;4.589019498
23/10/2006;22.8;13.1;72.75;5.8;3.0668;39.49850667;3.765166047;4.120005836
24/10/2006;23;13;72;1.6;2.1692;39.60770934;2.930273925;4.200825536
25/10/2006;28.2;14.5;65.75;8.5;1.545866916;39.71469256;4.681230761;5.39177378
26/10/2006;29.4;18.2;64.25;7.9;1.670533084;39.81945817;4.891771864;5.19400627
27/10/2006;30.6;17.1;72.75;7.4;1.471066916;39.92200944;4.563463321;5.724206486
28/10/2006;31.2;18.8;50.25;7.8;1.396266916;40.02235106;5.208348995;5.651897696
29/10/2006;29.8;13.1;52.75;10.6;1.595733084;40.12048903;5.53151848;6.029997283
30/10/2006;31.6;15.9;54.5;10.7;1.620666916;40.21643063;5.828314282;6.204304953
31/10/2006;32;18.1;66.5;9.9;2.1692;40.3101844;5.707183392;6.034723309
01/11/2006;31.4;18.5;73.5;8;2.593066916;40.34707545;5.080201476;5.813411077
02/11/2006;26.2;19.5;88.75;1.5;1.520933084;40.43778279;2.654409136;3.992760731
03/11/2006;27.4;19;82.75;3.2;1.097066916;40.52632744;3.219900818;4.519066663
04/11/2006;28.8;19;69.25;6;3.0668;40.61272166;4.778943524;4.975069896
05/11/2006;29.2;17.1;70;7.2;2.4684;40.69697871;4.801494138;5.43997319
06/11/2006;28.1;19.7;78.5;3.2;2.219066916;40.77911277;3.569446098;4.62489066
07/11/2006;31.2;20.5;75;7.3;1.2716;40.85913885;4.713513822;5.474612001
08/11/2006;29.2;17.2;67.25;8.5;2.667866916;40.93707275;5.261440144;5.456061583
09/11/2006;25.8;14.7;76;3.5;2.493333084;41.01293102;3.483659195;4.878934157
10/11/2006;18;12.9;91.75;0;2.443466916;41.08673087;1.829113851;2.895118364
11/11/2006;16.6;12.3;85;0;2.593066916;41.15849008;2.014957628;2.582922527
12/11/2006;23.6;11.8;66.25;7.3;3.241333084;41.22822701;4.445696716;4.717935666
13/11/2006;22;13.5;79.75;2;3.615333084;41.29596048;2.908573899;4.016471028
14/11/2006;24.8;14.6;84.5;3.8;1.4212;41.36170971;3.137876466;4.648553515
15/11/2006;27.4;16.3;73;8.8;1.994666916;41.4254943;4.82318383;5.13523567
16/11/2006;30;16.6;68;11.1;2.493333084;41.48733409;5.833955666;5.857303783
17/11/2006;32;17.1;61.75;10.7;0.723066916;41.5472492;5.504252378;6.37348287
18/11/2006;32.8;18.9;66.5;8.4;2.144266916;41.60525988;5.57678945;6.353717283
19/11/2006;32.6;18.7;70.75;7.2;1.122;41.66138649;4.807451684;6.333137237
20/11/2006;30.2;18.3;80.25;6.1;1.595733084;41.71564943;4.250264769;5.678406629
21/11/2006;29.8;18;71.25;9;2.1692;41.7680691;5.264830024;5.614478931
22/11/2006;30.8;18.1;60.5;10.4;1.919866916;41.81866581;5.939213776;5.908629327
23/11/2006;31.4;18.7;74.5;8.4;1.670533084;41.86745974;5.100906555;5.999530938
24/11/2006;29;18.6;72.5;8.4;2.194133084;41.9144709;5.065884877;5.276694946
25/11/2006;31.8;18.3;70;11.4;2.618;41.95971904;6.173946883;6.199237588
26/11/2006;24.5;19.2;90.25;1;0.5984;42.00322363;2.532986674;3.597922034
27/11/2006;27.8;19.1;87.5;2.2;0.8976;42.04500378;2.984180575;4.800494475
28/11/2006;28.1;18.5;84.75;2.2;1.371333084;42.08507821;3.062795363;5.029138269
29/11/2006;28.8;19.2;86.75;4.2;1.396266916;42.1234652;3.577295616;5.119458039
30/11/2006;31.8;19.2;72;5.8;2.044533084;42.16018252;4.694979135;6.080841036
01/12/2006;27.8;18.5;62.75;7.1;3.5156;42.20881445;5.459894499;4.944779354
02/12/2006;27.6;16.6;60.75;5.9;2.443466916;42.2415938;4.850092608;5.244024453
03/12/2006;31;16.7;66.25;11.9;1.9448;42.27275965;6.117460485;6.246050773
04/12/2006;30.2;19;70;9.4;1.321466916;42.30232708;5.329021767;5.631286822
05/12/2006;23;19.6;93.75;0;0.9724;42.33031046;2.201847206;2.863141126
06/12/2006;29;17.5;80.25;5.6;2.0196;42.35672341;4.10547888;5.531794278
07/12/2006;29.8;18.9;82.5;4.4;1.496;42.38157874;3.797650406;5.533194974
08/12/2006;30;17.9;67.25;10.1;1.3464;42.40488847;5.492515055;5.777759757
09/12/2006;27.2;19.6;90.5;0;1.595733084;42.42666375;2.374397256;4.521094687
10/12/2006;28;19.1;78;2.9;2.9172;42.44691483;3.704360601;4.912738235
11/12/2006;25.4;19;81.75;0.5;3.390933084;42.4656511;2.916366059;4.031818428
12/12/2006;25.8;18.2;73.5;3.1;3.266266916;42.48288098;3.870303716;4.373440379
13/12/2006;27;19.2;81.25;0.8;2.5432;42.49861196;2.981782847;4.554816459
14/12/2006;25.8;19.2;89.75;0.1;1.146933084;42.51285056;2.372575916;4.129798658
15/12/2006;24.8;18.6;93;0.8;1.296533084;42.5256023;2.427184794;3.924471123
16/12/2006;27.2;18.5;88.75;4.1;1.371333084;42.53687171;3.430898395;4.785524132
17/12/2006;30.2;19.6;70;7.3;1.221733084;42.54666229;4.823883449;5.55004029
18/12/2006;31.8;18.9;63.5;11.1;1.2716;42.55497653;5.98830043;6.188449837
19/12/2006;30;18.5;69.25;8.9;1.919866916;42.56181587;5.355869171;5.695042345
20/12/2006;29.1;18.7;73.25;7.5;2.219066916;42.56718072;4.899735154;5.37149928
21/12/2006;29.9;18.8;85.75;5.9;2.194133084;42.57107044;4.112645735;5.609802504
22/12/2006;30.8;19.3;70.75;9.6;1.072133084;42.57348334;5.391890691;5.805222831
23/12/2006;32.8;18.6;88.75;5.7;1.520933084;42.57441668;4.147704202;6.548896693
24/12/2006;29.6;18.6;79;3.4;0.847733084;42.57386669;3.514179085;5.551949708
25/12/2006;30.2;18.6;72.5;4;0.648266916;42.57182855;3.723053655;5.741982852
26/12/2006;31.1;20.1;76.75;4.2;2.493333084;42.5682964;4.229649387;5.750115768
27/12/2006;31.4;19.4;82.25;5.6;1.296533084;42.56326338;4.223002552;5.97750119
28/12/2006;29.7;18.5;74.75;5.1;1.620666916;42.55672159;4.195142159;5.60025437
29/12/2006;28.4;18.7;73.5;3.7;2.443466916;42.54866216;4.020189208;5.142449769
30/12/2006;25.6;18.5;89.25;0;1.745333084;42.53907523;2.352158454;4.239108869
31/12/2006;23.8;18.7;91.25;0;2.0196;42.52794996;2.236460298;3.519783151
01/01/2007;21.2;17.5;94.5;0;1.7204;42.52053154;2.044953878;2.851322651
02/01/2007;25.8;17.9;90.75;0.4;2.1692;42.50692007;2.382931937;4.445333771
03/01/2007;25.4;18.1;88;0.6;2.244;42.49173778;2.529464343;4.260890855
04/01/2007;24.8;19;92.5;0.2;2.0944;42.47497053;2.267232506;3.810882767
05/01/2007;22;18.9;94.25;0;2.219066916;42.45660339;2.069007151;2.683153583
06/01/2007;27.2;18.6;85;1.6;1.496;42.43662057;2.906535547;4.753050468
07/01/2007;29.6;18.9;74.75;5.6;1.496;42.41500551;4.293127138;5.474764163
08/01/2007;29.2;18.2;75.5;5.4;1.695466916;42.39174088;4.210387053;5.47537275
09/01/2007;31;18.9;81.25;8;1.396266916;42.36680865;4.83145013;5.912110663
10/01/2007;30.4;19;85;3.9;1.87;42.3401901;3.655427115;5.701408494
11/01/2007;31.4;19.1;71.5;7.8;0.9724;42.31186589;4.903944197;5.994816419
12/01/2007;32;19.8;74.25;9.4;1.919866916;42.28181606;5.549072504;6.056238699
13/01/2007;28.6;19.8;88.5;1.2;0.847733084;42.25002012;2.756751493;4.939756549
14/01/2007;26.2;18.9;92;0.2;1.845066916;42.21645706;2.317804397;4.31891594
15/01/2007;28;15.6;93.25;1.8;0.8976;42.18110543;2.707595162;5.51965565
16/01/2007;21.4;17.9;91.25;0;2.0944;42.14394335;2.129680287;2.77082446
17/01/2007;28.6;17.4;87.5;4.4;1.969733084;42.1049486;3.527861457;5.394985914
18/01/2007;27.4;18.7;91.75;0.3;1.2716;42.06409866;2.383622564;4.756103245
19/01/2007;30.4;16.9;76.5;8;0.8976;42.02137074;4.700229059;6.005506388
20/01/2007;31;19.5;92;4.4;1.371333084;41.97674188;3.615339923;5.750674705
21/01/2007;30.6;18.4;87.25;6.5;1.396266916;41.93018896;4.22418722;5.813465525
22/01/2007;23.8;18.7;92;0;1.7952;41.8816888;2.184978885;3.465918217
23/01/2007;22.8;18.1;92.75;0;1.097066916;41.83121819;2.150603985;3.255134062
24/01/2007;26;18.9;92;1.6;1.969733084;41.77875397;2.619449074;4.204734143
25/01/2007;28.4;18.3;86.75;5.2;1.022266916;41.72427308;3.763341317;5.120440273
26/01/2007;29.8;18.9;80.25;4;1.122;41.66775262;3.658788603;5.441252806
27/01/2007;28;19.7;86;2.7;1.4212;41.60916992;3.166398255;4.685232023
28/01/2007;28.8;19.9;83;2.7;1.845066916;41.54850261;3.325799167;4.902707211
29/01/2007;29.2;18.9;87.75;3.9;1.820133084;41.48572867;3.445337667;5.228785142
30/01/2007;25.8;19.9;89.75;0.7;1.770266916;41.42082651;2.487624924;3.837897002
31/01/2007;31.2;20.2;82.75;7.1;1.396266916;41.35377501;4.558237364;5.59872014
01/02/2007;32.6;21;68;11.1;1.820133084;41.32634797;6.16676187;5.894772015
02/02/2007;29.6;19.9;82.75;4.2;2.044533084;41.25625301;3.745004522;5.134060994
03/02/2007;30;18.1;79.5;9.2;1.919866916;41.18396043;5.000650043;5.583321959
04/02/2007;30.8;18.3;71;10.3;1.5708;41.10945128;5.507789966;5.780370324
05/02/2007;29.8;19.5;71.5;7.5;1.595733084;41.03270736;4.799095149;5.249792184
06/02/2007;24;19.9;92;0;1.122;40.95371134;2.188529522;3.095623659
07/02/2007;26.2;20.1;88.25;2;1.3464;40.87244678;2.831554013;3.882268941
08/02/2007;29.6;20.1;76.75;2.3;1.695466916;40.78889821;3.403926869;5.035810984
09/02/2007;30.6;16.8;58.25;10.9;2.119333084;40.70305119;6.018635451;5.893479667
10/02/2007;31.8;17.2;63.25;11.3;1.097066916;40.61489239;5.709503839;6.165523855
11/02/2007;30.8;17.6;83.5;5.1;1.221733084;40.52440962;3.813978532;5.808067418
12/02/2007;23.4;17.4;81.25;0.3;2.219066916;40.43159193;2.539049282;3.55344386
13/02/2007;26;15;69.75;7.7;2.219066916;40.33642962;4.487774093;4.812749377
14/02/2007;25.6;17;80;5.2;2.642933084;40.23891436;3.710227259;4.333951747
15/02/2007;29.4;16.9;70;6.3;2.0196;40.13903919;4.464702008;5.458822643
16/02/2007;31;17.6;64.5;11.1;2.343733084;40.0367986;5.955853707;5.795999071
17/02/2007;31.8;19.4;65.5;10.6;2.1692;39.93218858;5.92188281;5.732837406
18/02/2007;31;19.2;68.5;9.9;1.097066916;39.82520669;5.258970874;5.513328122
19/02/2007;28.4;20;75.25;6.1;2.194133084;39.71585207;4.30712242;4.541737008
20/02/2007;31.2;19.5;71.25;6.8;1.595733084;39.60412553;4.611865216;5.491551627
21/02/2007;30.8;17.8;60.75;10.6;2.343733084;39.49002956;5.914116401;5.631628167
22/02/2007;29.8;17.4;59;11.6;2.069466916;39.3735684;5.9360244;5.392878178
23/02/2007;30.2;16.4;59;11.3;1.595733084;39.25474806;5.651660064;5.631060465
24/02/2007;30.4;17.8;68;10.8;0.9724;39.13357638;5.252618857;5.46861709
25/02/2007;28.8;14.7;65.25;6.6;0.9724;39.01006305;4.074670381;5.443440596
26/02/2007;29.1;15.9;82.25;7.7;1.845066916;38.88421963;4.193176621;5.349563638
27/02/2007;27.6;17.7;88.25;3.7;1.246666916;38.75605964;3.085672559;4.634905835
28/02/2007;29.4;16.2;61;8.8;2.044533084;38.62559849;5.12606827;5.353843337
